organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,MOH 731 Positive Results _L&D HV02-12,MOH 731 Positive Results_ANC HV02-11,MOH 731 Positive Results_PNC<=6wks HV02-13,MOH 731 Positive_Total (Sum HV01-18 to HV01-25) HV01-26,burden_category
ozwn11j2cO0,Roka Medical Clinic (Chumani),11288,,0.0,0.0,0.0,3.0,Low/Moderate
EumBiY0A93D,Rombo Health Centre,15490,,0.0,0.0,1.0,12.0,Very High
bUMTrfQofWS,Romosha Health Centre,15491,,0.0,1.0,0.0,2.0,Low/Moderate
IZ78jKxuNvk,Rongai Health Centre,15495,,0.0,1.0,0.0,6.0,High
SVMdwwTOZoL,Rongena Dispensary,15497,,0.0,0.0,0.0,1.0,Low/Moderate
KV7mZo1P75i,Rongo Sub County Hospital,14058,,0.0,6.0,0.0,39.0,Severe
t5ezj03HWYj,Roret Sub County Hospital,15498,,1.0,2.0,0.0,9.0,High
E5fkFJ09xpE,Rota Health Centre,14060,,0.0,0.0,0.0,9.0,High
oImJcc9hpHu,Round About Medical Dispensary,13167,,0.0,0.0,0.0,6.0,High
G2SApeuVqIS,Royal Medical Hospital and Maternity Home Limited,14061,,0.0,1.0,0.0,6.0,High
Pwi6zyxe34a,Royal St Peters Health Care,11759,,0.0,0.0,0.0,1.0,Low/Moderate
tT9PZT85P89,Royalstar Family Hospital,25386,,0.0,0.0,0.0,49.0,Critical
QtLL3zPlb1l,RTC Medical Centre,21648,,0.0,0.0,0.0,1.0,Low/Moderate
MEh9RhjHr40,Ruai (EDARP) Clinic,13169,,0.0,1.0,0.0,6.0,High
SWOddUtlQiU,Ruai Family Hospital - Tala,22753,Situated along Kangundo Road next to Matungulu CDF office at Tala Market,0.0,1.0,0.0,2.0,Low/Moderate
cJLtabretOv,Ruai Family Hospital Limited,18390,,0.0,0.0,0.0,1.0,Low/Moderate
tdskla3Fuag,Ruai Health Centre,13171,,0.0,1.0,0.0,18.0,Very High
fNVYEyxjawL,Ruaraka Dispensary,13172,,0.0,0.0,0.0,5.0,Low/Moderate
pk6P7fleFU8,Ruaraka Uhai Neema Hospital,18485,,1.0,0.0,0.0,9.0,High
xziIZlvxiIS,Ruguru Health Centre,18013,,0.0,1.0,0.0,2.0,Low/Moderate
uKVTIuOA70O,Ruiri Catholic Health Centre,12716,,0.0,0.0,0.0,4.0,Low/Moderate
slK5XGC5Nzx,Ruiru GK Prison Dispensary,10288,,0.0,0.0,0.0,3.0,Low/Moderate
cTauyQlmmPy,Ruiru Hospital Limited,10974,,0.0,0.0,0.0,1.0,Low/Moderate
d62fP00Szyv,Ruiru Sub-County Hospital,10973,,2.0,4.0,0.0,44.0,Critical
KK9ISvjjUvP,Rukala Model Health Centre,16095,,0.0,0.0,0.0,4.0,Low/Moderate
IzazwT0OMF8,Rukira Dispensary,12718,,0.0,0.0,0.0,1.0,Low/Moderate
JXcyxGXlL9O,Rumbiye Dispensary,16096,,0.0,0.0,0.0,1.0,Low/Moderate
OSC2ngoYEYM,Rumuruti District Hospital,15502,,0.0,2.0,0.0,9.0,High
f8GXUUOSkR6,Runyenjes Sub County Hospital,12719,,0.0,1.0,0.0,11.0,High
gComlbUf3gB,Rusinga Dispensary,14062,,0.0,1.0,0.0,4.0,Low/Moderate
gWGorl4dyrC,Rusinga Island of Hope Humanist Health Centre,17594,,0.0,0.0,0.0,3.0,Low/Moderate
bXn7IY2ZYMz,Rwambwa Sub-county Hospital,14063,,0.0,2.0,0.0,5.0,Low/Moderate
GCv9teCuS8H,Rwika Dispensary,12722,,0.0,1.0,0.0,1.0,Low/Moderate
EqOqZ31xi3Y,Sabaki Dispensary,11761,,0.0,1.0,0.0,3.0,Low/Moderate
OKBBkzppdal,Sabasaba Health Centre,10987,,0.0,0.0,0.0,5.0,Low/Moderate
m6zhE2pzHWO,Sabatia Sub County Hospital,16098,,0.0,3.0,0.0,13.0,Very High
ikKNYc51MsI,Saboti Sub County Hospital,15508,,0.0,1.0,1.0,7.0,High
xLMd3GYGg3G,Sacha Health Centre,16099,,0.0,0.0,0.0,1.0,Low/Moderate
bEj9l0dUUQD,Sachangwan Health Centre,15509,,0.0,1.0,0.0,7.0,High
q9xXncCEGRK,Sacred Heart Dispensary,10988,,0.0,1.0,0.0,16.0,Very High
pHGYh1pC2x6,Sacred Heart Dispensary (Nzaikoni),16252,,0.0,0.0,0.0,1.0,Low/Moderate
cPU7gAlPGs7,Sagam Community Hospital,14064,,0.0,0.0,0.0,9.0,High
sm3tsYY05ZR,Sagana Sub County Hospital,10994,,0.0,2.0,0.0,7.0,High
FS1fWvqY7vF,Saifee Foundation Medical  Centre,26444,,0.0,0.0,0.0,1.0,Low/Moderate
YqrbdGAX6VZ,Saika Nursing Home,18386,,0.0,0.0,0.0,6.0,High
f6ZId6HbVYD,Saikeri Dispensary,15513,,0.0,0.0,0.0,1.0,Low/Moderate
gcHhb3D3ViM,Saint Gabriel Hospital And Wellness Centre,22153,situated at litein centre,0.0,0.0,0.0,2.0,Low/Moderate
TDU6t8gEJgE,Sakali Dispensary,19960,,0.0,0.0,0.0,1.0,Low/Moderate
QzrOkDcrwYG,Salama Dawa Health Services,12725,near mutuati market,0.0,1.0,0.0,4.0,Low/Moderate
YpP6lxmMLxh,Salama Health Centre (Laikipia West),15520,,0.0,1.0,0.0,1.0,Low/Moderate
cqx1Wknhos7,Samaritan Medical Services (Dandora),13176,,0.0,0.0,0.0,2.0,Low/Moderate
GRZc4EZ9PuV,Samburu Sub County Hospital,11768,,1.0,0.0,1.0,10.0,High
icC6xh7rhxt,Samjomen Hospital,21427,,0.0,0.0,0.0,1.0,Low/Moderate
k1Xa3QbdWWB,Samora Medical Centre,14065,,0.0,0.0,0.0,1.0,Low/Moderate
l6kkdVt5DnN,Samoya Dispensary,28733,,0.0,0.0,0.0,2.0,Low/Moderate
MyAeZ7c1vVN,Sang'alo Dispensary,15529,,0.0,0.0,0.0,3.0,Low/Moderate
IwDcBQwgbEg,Sango Dispensary,16100,,0.0,1.0,0.0,6.0,High
taNmXyxY87R,Sango Rota Health Centre,14066,,0.0,0.0,0.0,3.0,Low/Moderate
IPxEUFKO2Kj,Sangoro Dispensary,22218,,0.0,0.0,0.0,2.0,Low/Moderate
hjCLVkTcW36,Sankale Clarence Health Centre,24670,Located near sankale market,0.0,0.0,1.0,3.0,Low/Moderate
QFvQazQx4Lf,Santa Maria Medical Clinic,11770,,0.0,0.0,0.0,2.0,Low/Moderate
J5xsJNWwhDK,Santamore Specialized Surgical Hospital,27389,,0.0,0.0,0.0,2.0,Low/Moderate
lOuSf3QZaCQ,SAPTA Kayole,24251,,0.0,0.0,0.0,1.0,Low/Moderate
AaJSjh8l4DS,SAPTA Trust(Githurai),23467,,0.0,0.0,0.0,1.0,Low/Moderate
uWKMOuX8Su5,Saptet Dispensary,24142,,0.0,2.0,0.0,2.0,Low/Moderate
VqXehjCiW9C,Saradidi Dispensary,14068,,0.0,0.0,0.0,2.0,Low/Moderate
NpKmhJBECVb,Saro Dispensary,14069,Situated in Suba West division and its a GOK Facility,0.0,5.0,1.0,14.0,Very High
epnyykVC3sO,Saruchat Dispensary,15532,,0.0,1.0,0.0,1.0,Low/Moderate
iCZTk27AHph,Sau Health Services,11771,,0.0,0.0,0.0,2.0,Low/Moderate
vhGugNZUV3w,Savane Dispensary,16101,,0.0,0.0,0.0,4.0,Low/Moderate
LE41inNgUSw,Savani Medical Centre,20904,,0.0,0.0,0.0,15.0,Very High
XBVHcByduVe,Sayyida Fatimah Hospital,11774,,0.0,0.0,0.0,5.0,Low/Moderate
eFXM0R5IBB4,Seaside Nursing Home,17630,,0.0,0.0,0.0,1.0,Low/Moderate
rCsMLOs0Hw2,Sebit Health Centre (Pokot South),24843,,0.0,0.0,0.0,2.0,Low/Moderate
hCgJ2VDChra,Seed of Hope Dispensary,15536,,0.0,0.0,0.0,2.0,Low/Moderate
Q1YHVG2A0U1,Sega Dispensary,14072,,0.0,3.0,0.0,8.0,High
ntP34s4jDH5,Sega Mission Hospital,14073,,0.0,2.0,0.0,16.0,Very High
EwpG2Q4y05m,Segere Dispensary,16790,,0.0,0.0,0.0,3.0,Low/Moderate
cTUAph4vjQ9,Seguton Dispensary,21600,,0.0,2.0,0.0,4.0,Low/Moderate
Bn0sl3vh0qj,Seka Health Centre,14074,,0.0,0.0,0.0,2.0,Low/Moderate
XzlKeCEvztb,Sekenani Health Centre,15541,,0.0,2.0,0.0,5.0,Low/Moderate
MEn5F2lVDln,Seketet Health Centre,15543,,0.0,0.0,0.0,1.0,Low/Moderate
tnPObrjA9RC,Sena Level 4 Hospital,14075,,0.0,0.0,0.0,3.0,Low/Moderate
Wm51OW03KAk,Sengani Health centre,16440,,0.0,1.0,0.0,10.0,High
TvQQht1n3MH,Serawongo Dispensary,14077,IN NYANGOMA DIVISION,0.0,0.0,0.0,7.0,High
jKpBTVgbASi,Sere Dispensary,22380,,0.0,0.0,0.0,2.0,Low/Moderate
oIfTa0e3Og0,Serem Health Centre,16103,,0.0,1.0,0.0,9.0,High
mcSGhLvIobz,Serem Health Centre (Aldai),15545,,0.0,0.0,0.0,1.0,Low/Moderate
FNrfDS1QYuR,Seretut Dispensary,15550,,0.0,0.0,0.0,1.0,Low/Moderate
lqmlibO6CSJ,Sergoit Health Centre (Keiyo),15554,,0.0,1.0,0.0,1.0,Low/Moderate
MIJ54qWI6ky,Sex Workers Operation Project (Swop),13180,Dispensary,0.0,0.0,0.0,17.0,Very High
Tc8v3FlMk4Y,Sex Workers Outreach Program (Langata),18176,,0.0,0.0,0.0,2.0,Low/Moderate
IACiWXTyVDR,Shakahola Dispensary,23118,,0.0,1.0,0.0,1.0,Low/Moderate
amRQYjheywd,Shalom Community Hospital,12730,,0.0,0.0,0.0,3.0,Low/Moderate
Zo2nZIsclv5,Shalom Community Hospital (Athi River),17979,In Athiriver ward,0.0,0.0,0.0,2.0,Low/Moderate
lr77VokwIqJ,Shalom Reru Medical Clinic,20028,Clinic,0.0,0.0,0.0,1.0,Low/Moderate
BRIBehwYmcd,Shamakhubu Health Centre,16104,,0.0,0.0,0.0,3.0,Low/Moderate
dU7dDBWWWDi,Shamata Health Centre,11004,,0.0,0.0,0.0,9.0,High
UNbhlHZjMF2,Shamberere Health Centre,16105,,0.0,1.0,2.0,8.0,High
vuTWdCN7s7K,Shangia Dispensary,16189,,0.0,1.0,0.0,2.0,Low/Moderate
JHtWkencTZI,Shartuka Dispensary,17324,,0.0,0.0,0.0,1.0,Low/Moderate
FX5DGY6VxPS,Shauri Dispensary,17374,,0.0,1.0,0.0,1.0,Low/Moderate
q6kf6cxfaRK,Shauri Moyo Clinic,13184,,0.0,1.0,1.0,6.0,High
xJNc5BIOMtT,Shekina Glory Community Nursing Home,23865,,0.0,0.0,0.0,1.0,Low/Moderate
d7xdgRnT1pE,Shianda Dispensary,20194,,0.0,2.0,1.0,9.0,High
PuVGCzBiYAp,Shibanze Dispensary,16123,,0.0,1.0,0.0,1.0,Low/Moderate
y1jWd1Ug7ts,Shibwe Sub-County Hospital,16107,,0.0,6.0,0.0,18.0,Very High
IDtVLOWs5dB,Shihalia Dispensary,16108,,0.0,1.0,0.0,1.0,Low/Moderate
HRweTMDGBxV,Shihome Dispensary,16109,,0.0,2.0,0.0,8.0,High
HqFDy2vEQz6,Shika Adabu (MCM) Dispensary,11785,,0.0,0.0,1.0,4.0,Low/Moderate
CCGSlHN72uS,Shikamoo Medical Clinic,11007,,0.0,0.0,0.0,2.0,Low/Moderate
W1JxUhwofMg,Shikokho Dispensary,16110,,0.0,0.0,0.0,1.0,Low/Moderate
r7Lt1WaGvWx,Shikumu Dispensary,16483,,0.0,1.0,0.0,2.0,Low/Moderate
VymFeOiKKGv,Shikunga Health Centre,16111,,0.0,2.0,0.0,3.0,Low/Moderate
nNM3ZA9ErqU,Shikusa Health Centre,16112,,0.0,0.0,0.0,7.0,High
zsswqbRZEzQ,Shikusi Dispensary,16113,,0.0,1.0,0.0,4.0,Low/Moderate
erZvaDeCoQ3,Shimba Hills Health Centre,11787,,0.0,0.0,0.0,8.0,High
lvOFSMPRerh,Shimo Borstal Dispensary,11397,,0.0,1.0,0.0,0.0,Low/Moderate
xFwky80rnjq,Shimo La Tewa Annex GK Prison Dispensary,11393,,1.0,1.0,0.0,11.0,High
gvaEWrl758j,Shimo-La Tewa Health Centre (GK Prison),11395,,0.0,2.0,0.0,29.0,Severe
xOIShowo1zr,Shimoni Dispensary,11789,,0.0,0.0,0.0,6.0,High
el6wJ3PIq0h,Shining Hope for Communities Mathare Medical Clinic,,Medical center,0.0,0.0,0.0,7.0,High
kbg8aYUzgUM,Shinyalu Model Health Centre,17596,,0.0,1.0,1.0,10.0,High
agO9AbQPxH4,Shiraha Health Centre,16116,,0.0,0.0,0.0,1.0,Low/Moderate
rcURuJEZKkV,Shirakalu Dispensary,22973,,0.0,1.0,1.0,5.0,Low/Moderate
r5b82A5eqiv,Shiraz Dispensary,22050,,0.0,0.0,0.0,2.0,Low/Moderate
cF9orSjuiaV,Shirikisho Health Centre,14078,,0.0,0.0,0.0,12.0,Very High
HBsqa81tb5L,Shiru Health Centre,16117,,0.0,5.0,0.0,15.0,Very High
zbFGKpgLMlF,Shirumba Dispensary,22759,,0.0,0.0,0.0,1.0,Low/Moderate
fB3xG06tgRu,Shisaba Dispensary,16118,,0.0,0.0,0.0,3.0,Low/Moderate
KzjIbQebF4W,Shiseso Health Centre,16119,,0.0,2.0,0.0,4.0,Low/Moderate
DN1DpNnTw3q,Shitsitswi Health Centre,16121,,0.0,0.0,0.0,2.0,Low/Moderate
n8mZDQDs2q5,Shivakala Dispensary,21043,,0.0,0.0,0.0,1.0,Low/Moderate
c6oal13vwWU,Shivanga Health Centre,16122,,0.0,0.0,0.0,2.0,Low/Moderate
oOwuBKanE6i,Shiyunzu Dispensary,22979,,0.0,1.0,0.0,1.0,Low/Moderate
DSJhEhYowts,SHOFCO Makina Clinic,31551,,0.0,0.0,0.0,2.0,Low/Moderate
SQ7NgzUYOjt,SHOFCO Medical Clinic (Kibera),17650,,0.0,1.0,0.0,3.0,Low/Moderate
hk7CLAgs5Hy,Shompole Health Centre,15560,,0.0,1.0,0.0,5.0,Low/Moderate
X6eQyywhuHF,Siala Kaduol,18426,,0.0,0.0,0.0,2.0,Low/Moderate
b3yukBxVi1J,Siaya County Referral Hospital,14080,"In Siaya Town, along Siaya Ugunja road",0.0,2.0,0.0,17.0,Very High
lVnCyawh28t,Siboti Model Health Centre,16124,,0.0,1.0,0.0,3.0,Low/Moderate
MxwFljO9mmy,Sibuoche Dispensary,14082,,0.0,0.0,0.0,5.0,Low/Moderate
KLImcutNBb1,Sieka Health Centre,14083,,0.0,0.0,0.0,3.0,Low/Moderate
UDjLzocKru9,Sifuyo Health centre,14084,,0.0,2.0,0.0,5.0,Low/Moderate
z4pEZ9GMUj7,Sigomere Sub County Hospital,14085,,0.0,3.0,2.0,17.0,Very High
bR2L8EXIGC1,Sigor Sub-District Hospital,15565,,0.0,1.0,0.0,9.0,High
eH1iSu1tL6t,Sigoti Health Centre,14086,,0.0,1.0,1.0,13.0,Very High
YLsrbfNIQuI,Sigowet Sub County Hospital,15568,,2.0,2.0,1.0,20.0,Severe
gDvwJK9NSff,Siha Njema Hospital,30050,,0.0,0.0,0.0,1.0,Low/Moderate
BvSVueanUP2,Sikalame Health Centre,14087,,0.0,0.0,0.0,6.0,High
fGgr17UV6Q6,Sikarira Health Centre,16485,,0.0,2.0,0.0,8.0,High
uPOfHwYBhYc,Sikh Hospital,12734,,0.0,0.0,0.0,3.0,Low/Moderate
H9dAKNepix7,Sikhendu Dispensary,20162,,0.0,2.0,0.0,4.0,Low/Moderate
GtT8lu2bSgC,Sikhendu Medical Centre,15569,,0.0,1.0,0.0,2.0,Low/Moderate
xPwNgDMeWR9,Sikulu Health Centre,16125,,0.0,0.0,0.0,3.0,Low/Moderate
OjOnxCLQ1lM,Sikusi Dispensary,18145,,0.0,1.0,0.0,2.0,Low/Moderate
Q0oTmpiCXFG,Silaloni Dispensary,11794,,0.0,0.0,0.0,1.0,Low/Moderate
UmN02RNDmtB,Silanga (MSF Belgium) Dispensary,13186,,0.0,3.0,0.0,13.0,Very High
fr2WuyAuQPz,Silibwet Dispensary,17860,,0.0,1.0,0.0,2.0,Low/Moderate
LeiEBPdQtoW,Silibwet Dispensary (Bomet),15570,,0.0,2.0,0.0,9.0,High
PoAHq41Wjsk,Silibwet Health Centre (Nyandarua West),11009,,0.0,0.0,0.0,1.0,Low/Moderate
DAy7ZVZUD0i,Siloam Hospital,15571,,0.0,0.0,0.0,8.0,High
LUtxr3IE2Xz,Silungai Dispensary,25984,,0.0,0.0,0.0,2.0,Low/Moderate
Ya6kvXptzdo,Simaho Maternity Home,13442,,0.0,0.0,0.0,1.0,Low/Moderate
heqPEgGraSS,Simba Health Centre,15574,,0.0,2.0,1.0,6.0,High
uirOz9L34AZ,Simba Opepo Health Centre,14088,,0.0,1.0,0.0,6.0,High
R7ltdc1WXOJ,Simbi Health Centre,14089,,0.0,1.0,0.0,2.0,Low/Moderate
bsWJDHxiuNB,Simenya Health Centre,14091,,0.0,0.0,0.0,3.0,Low/Moderate
dl5sGRIn0SS,Simotwo Dispensary (Keiyo),15578,,0.0,0.0,0.0,1.0,Low/Moderate
cou6ba10jsl,Sinai Outpatient and Drug Rehabilitation Centre,30539,,0.0,0.0,0.0,1.0,Low/Moderate
UuvEzG4s7rr,Singawa Medical Clinic,11797,,0.0,0.0,0.0,1.0,Low/Moderate
bOV4i14mXvI,Sino Health Centre,14092,,0.0,0.0,0.0,1.0,Low/Moderate
PKZbcnRwCfc,Sinoko Dispensary (Likuyani),16127,,0.0,0.0,0.0,3.0,Low/Moderate
c6udqJED2EB,Sinoko Health Centre,16126,,0.0,1.0,0.0,6.0,High
eDnVQzkzc3B,Sio Port Sub County Hospital,16128,,1.0,3.0,0.0,14.0,Very High
jvB87WUXFeY,Siomo Health centre,15585,,0.0,0.0,0.0,2.0,Low/Moderate
fFbd7D0gwb9,Siongiroi Health Centre,15587,,0.0,2.0,0.0,5.0,Low/Moderate
Gp3mDe3mSdO,Sipili Health Centre,15589,,0.0,0.0,0.0,3.0,Low/Moderate
kqKlyCbsS0P,Sipili Maternity and Nursing Home (Ol-Moran),17148,,0.0,0.0,0.0,1.0,Low/Moderate
ELjpUSFjC7d,Sirakaru Dispensary,17990,,0.0,1.0,0.0,4.0,Low/Moderate
PJL0GkJnlST,Sirembe Dispensary,14093,,0.0,1.0,0.0,5.0,Low/Moderate
V0PeLlQNL7w,Siriba Dispensary,14094,,0.0,0.0,0.0,2.0,Low/Moderate
uGrCgcX6xGk,Sirimba Dispensary,16129,,0.0,0.0,0.0,1.0,Low/Moderate
LM6YIpZduiU,Sirisia Sub County Hospital,16130,,0.0,0.0,0.0,4.0,Low/Moderate
DDiNOmleakD,Siruti Dispensary,17051,,0.0,1.0,0.0,3.0,Low/Moderate
MnFD3y1T1GX,Sisenye Dispensary,16131,,0.0,2.0,0.0,7.0,High
ODM2QM6y8hO,Sisokhe Dispensary,20041,,0.0,0.0,0.0,1.0,Low/Moderate
IkXoCxBV4Ih,Sister Freda Medical Centre,15641,,0.0,0.0,0.0,1.0,Low/Moderate
EIAsU8lMsZJ,Sister's of St. Josepth Catholic Dispensary,23131,,0.0,0.0,0.0,1.0,Low/Moderate
p6qxKcVn83Y,Sitatunga Dispensary,17027,,0.0,1.0,0.0,5.0,Low/Moderate
XxAur28dNed,Sitikho Dispensary,21736,,0.0,0.0,0.0,2.0,Low/Moderate
Hvo3qjmJZTO,Sivilie Health Centre,16147,healthcentre,0.0,0.0,0.0,6.0,High
NM3kYhNWFNs,Siyiapei (AIC) Dispensary,15599,,0.0,0.0,0.0,1.0,Low/Moderate
XGsJgwHM3fs,Smart Healthcare Maai Mahiu,22990,New Facility located in Maai mahiu centre,0.0,0.0,0.0,1.0,Low/Moderate
S42NaQ2x43j,Sogoo Health Centre,15605,,0.0,1.0,1.0,7.0,High
XMu4DpnN95t,Soin Sub County Hospital,15200,,0.0,0.0,0.0,4.0,Low/Moderate
rXL6yhPOYnm,Sokoni Arcade VCT,13188,,0.0,0.0,0.0,17.0,Very High
DqL6lepDaYp,Sokoni Dreams-Kawangware,28880,,0.0,0.0,0.0,1.0,Low/Moderate
wb4atVE1NIu,Solea Medical Clinic,11016,,0.0,0.0,0.0,1.0,Low/Moderate
zfT6ep9SiIj,Soliat Dispensary,15607,,0.0,0.0,0.0,1.0,Low/Moderate
WEeNVuf0HQU,Solyot Dispensary,15608,,0.0,1.0,0.0,2.0,Low/Moderate
OB7IC7CcLnh,Sonak Community Medical Centre,16132,,0.0,0.0,0.0,1.0,Low/Moderate
Gk01HeIfjsg,Sondu sub county Hospital,14096,,0.0,1.0,1.0,7.0,High
sR008hvpu5e,Sony Medical Centre,14097,,0.0,1.0,0.0,6.0,High
g09w8MpbNzp,Sori Lakeside Hospital (Sindo),23677,,0.0,0.0,0.0,1.0,Low/Moderate
zwV7ekHDAwe,Sori Lakeside Nursing and Maternity Home,14098,,0.0,2.0,0.0,5.0,Low/Moderate
ejzRh7NgQcY,Sosera Health Centre,14099,,0.0,0.0,0.0,1.0,Low/Moderate
YTqyEB3FYOe,Sosiot Health Centre,15617,,0.0,1.0,0.0,8.0,High
OiCMNqhH0ji,Sosiot Medical Centre,20846,Private Clinic,1.0,0.0,0.0,1.0,Low/Moderate
OazZ7QPI7xv,Sosit Dispensary,15618,,0.0,0.0,1.0,1.0,Low/Moderate
qNME55udR97,Sosoni Dispensary,11805,,0.0,0.0,0.0,2.0,Low/Moderate
zvWQ5tdZfKO,Sotik Health Centre,15619,,0.0,0.0,0.0,11.0,High
KgodLsm367V,South B Police Band Dispensary,13144,,0.0,2.0,0.0,5.0,Low/Moderate
tMbCxhtt0QI,South Horr (Catholic) Health Centre,15622,,1.0,0.0,0.0,0.0,Low/Moderate
M2LzTsDZb9v,South Ngariama Health Centre,20395,,0.0,0.0,0.0,4.0,Low/Moderate
fmLvEUsG5e5,Soweto Kayole Phc Health Centre,13017,Near Soweto Kayole Police Station,0.0,0.0,0.0,6.0,High
Gwo8OLfAeek,Soy Sambu Dispensary,16134,,0.0,0.0,0.0,2.0,Low/Moderate
IbvjcV6yaw7,Soymining Dispensary,22548,Dispensary,0.0,0.0,0.0,2.0,Low/Moderate
D3ibZDNpgUO,Spacecare Health Services,13212,,0.0,0.0,0.0,1.0,Low/Moderate
ZLiupnhoyzT,Special Treatment Clinic,13193,,0.0,0.0,0.0,33.0,Severe
a5uGs0ftZij,Spring View Medical Clinic,29032,,0.0,0.0,0.0,1.0,Low/Moderate
vcH3RspchqQ,St  Francis  Hospital,29391,,0.0,0.0,0.0,1.0,Low/Moderate
Dsv44iuGboK,St Akidiva Memorial Hospital,14101,Situated in Suba Central and a private Hospital.,0.0,0.0,0.0,2.0,Low/Moderate
pvNnplBruab,St Akidiva Mindira Hospital - Mabera,20020,,0.0,1.0,0.0,4.0,Low/Moderate
BNuAK6oLAp4,St Alice (EDARP) Dandora Clinic,18219,,0.0,1.0,0.0,20.0,Severe
PJESmU1NFjO,St Ann Hospital,12743,,0.0,1.0,1.0,3.0,Low/Moderate
WWktm23jeny,St Ann hospital (Gathanga),21982,Clinic,0.0,0.0,0.0,1.0,Low/Moderate
EIBVrzRoJOI,St Ann's Medical Clinic,EIBVrzRoJOI,,0.0,0.0,0.0,2.0,Low/Moderate
W2o0QiPmBhA,St Anne Kariene Dispensary,12744,,0.0,0.0,0.0,3.0,Low/Moderate
nBqMvI4eZig,St Anns Medical Centre,17989,,1.0,0.0,0.0,8.0,High
SCNrVS57GNa,St Anthony Catholic Hospital,15628,,0.0,1.0,0.0,1.0,Low/Moderate
OfmqkLt3tdu,St Anthony Lemek Dispensary,15626,,0.0,0.0,0.0,1.0,Low/Moderate
L0IyzmEvlro,St Antony's Abossi Health Centre,15627,,0.0,0.0,0.0,2.0,Low/Moderate
xyqzLEu0jDE,St Assisi Sisters of Mary Immaculate Nursing Home,12745,,0.0,0.0,0.0,5.0,Low/Moderate
xbEM1rj9CDK,St Bakhita Mission,22151,,0.0,1.0,0.0,6.0,High
F3baHs7ruQU,St Barbara Mosocho Health Centre,13822,,0.0,0.0,0.0,2.0,Low/Moderate
AYsyVI9BxYn,St Barkita Dispensary Utawala,17723,,0.0,0.0,0.0,5.0,Low/Moderate
DThwjc1ds5J,St Benedetto Health Centre,16526,,0.0,0.0,0.0,1.0,Low/Moderate
Cr2XYPTuw9q,St Boniface Dispensary,15630,,1.0,0.0,1.0,5.0,Low/Moderate
UeRIwewVX7n,St Bridgit Kalemunyang Dispensary,14661,,0.0,0.0,1.0,1.0,Low/Moderate
JJHQ16uTrPX,St Camillus Mission Hospital,14103,,0.0,2.0,0.0,23.0,Severe
ymVyoLJ8yId,St Catherine Napetet Dispensary,15634,,0.0,1.0,0.0,7.0,High
gbGbqNrcrFv,St Catherine's Mission Ichuni,20914,,0.0,2.0,0.0,3.0,Low/Moderate
hCCacTXjCYp,St Charles Lwanga Dispensary,11030,,0.0,0.0,0.0,2.0,Low/Moderate
LhqVXAyAmeX,St Clare Bolo Health Centre,14104,,0.0,1.0,0.0,6.0,High
j7SMeC3Y1bU,St Clare Health Centre,15635,,0.0,0.0,0.0,1.0,Low/Moderate
IKD1KqSlD7j,St Clare Medical Centre,16137,,0.0,0.0,0.0,2.0,Low/Moderate
vLIbRGx39D3,St Consolata Clinic,14105,,0.0,0.0,0.0,1.0,Low/Moderate
ZKVebVoAh99,St Damiano Mission Hospital,16138,,0.0,0.0,0.0,12.0,Very High
tTAHvMCQVS1,St Elizabeth Chiga Health Centre,14106,FBO,0.0,2.0,0.0,18.0,Very High
nXaMv9GOjWk,St Elizabeth Health Centre,15636,,0.0,0.0,0.0,1.0,Low/Moderate
PvuLFowO5Cs,St Elizabeth Lwak Mission Health Centre,13739,,0.0,1.0,0.0,16.0,Very High
CcLG7lrb0Oe,St Elizabeth Nursing Home,15637,,0.0,0.0,0.0,1.0,Low/Moderate
SeLYvjWGi5f,St Francis Community  Hospital,13202,,0.0,2.0,0.0,21.0,Severe
E6Zr4jKhkXl,St Francis Dispensary,20262,,0.0,0.0,0.0,2.0,Low/Moderate
SBarmBKPJT4,St Francis Health Centre,12748,,0.0,0.0,0.0,3.0,Low/Moderate
VLhawK1sjVJ,St Francis Health Centre (Subukia),15639,,0.0,0.0,0.0,1.0,Low/Moderate
xgmWaHV5D66,St Immaculate Clinic,12750,,0.0,0.0,0.0,2.0,Low/Moderate
TLYxOpSwSUe,St Jairus Hospital,21766,,0.0,0.0,0.0,4.0,Low/Moderate
lLfXNIuukKj,St James  Amenity Hospital,20468,,0.0,1.0,0.0,3.0,Low/Moderate
MCxYHCi7SKV,St Jane Nursing Home,16870,,0.0,0.0,0.0,4.0,Low/Moderate
HiYExi21bCp,St John Hospital,13205,,1.0,1.0,0.0,6.0,High
dQnlgfrAj7g,St Joseph (EDARP) Clinic,13207,,0.0,3.0,0.0,15.0,Very High
CWWhPNLBuQz,St Joseph Catholic Dispensary (Maungu),22771,Along Maungu Kasigau Road,0.0,0.0,0.0,3.0,Low/Moderate
zZ24uGJ3OVi,St Joseph Catholic Dispensary (Ruiru),11041,,0.0,0.0,0.0,2.0,Low/Moderate
nI19Olg7c4G,St Joseph Hospital,15647,,1.0,2.0,1.0,4.0,Low/Moderate
Oa3osQS1OkN,St Joseph Mission Hospital,14110,Situated in Suba Central and a its FBO Hospital,0.0,3.0,0.0,28.0,Severe
ZYF5HlmIFYp,St Joseph Mukasa Dispensary,13208,2,0.0,0.0,0.0,7.0,High
